sintomas,enfermedad
"sangre en el esputo, infecciones respiratorias frecuentes, dolor en el pecho al toser y pérdida de peso, y además presenta otros signos.",Cáncer de pulmón
El cuadro clínico incluye dolor de cabeza y ronquera.,Cáncer de pulmón
"Tiene síntomas como sentimientos de inutilidad, insomnio y cansancio extremo.",Depresión mayor
"Tiene síntomas como pensamientos de muerte, tristeza profunda y falta de interés.",Depresión mayor
"agitación y pensamientos de muerte, y además presenta otros signos.",Depresión mayor
Tiene síntomas como cambios en el apetito y agitación.,Depresión mayor
"Los síntomas incluyen agitación, dificultad para concentrarse y exceso de sueño.",Depresión mayor
"Se queja de cansancio extremo, insomnio, dificultad para concentrarse, falta de interés y cambios en el apetito.",Depresión mayor
"Reporta tener sentimientos de inutilidad, tristeza profunda, cansancio extremo y falta de interés.",Depresión mayor
"Reporta tener insomnio, cansancio extremo, sentimientos de inutilidad y agitación.",Depresión mayor
"Sufre de insomnio, cansancio extremo, falta de interés y cambios en el apetito.",Depresión mayor
"Sufre de dificultad para concentrarse, cansancio extremo y exceso de sueño.",Depresión mayor
"Sufre de pensamientos de muerte, agitación, falta de interés, cansancio extremo y tristeza profunda.",Depresión mayor
"Sufre de dificultad para concentrarse, cansancio extremo, agitación, cambios en el apetito y falta de interés.",Depresión mayor
"Experimenta dificultad para concentrarse, exceso de sueño y tristeza profunda de forma recurrente.",Depresión mayor
Se queja de cansancio extremo y exceso de sueño.,Depresión mayor
"sentimientos de inutilidad y pensamientos de muerte, y además presenta otros signos.",Depresión mayor
Se queja de cambios en el apetito y pensamientos de muerte.,Depresión mayor
"Experimenta pensamientos de muerte, agitación y falta de interés de forma recurrente.",Depresión mayor
"Muestra signos de dificultad para concentrarse, falta de interés y tristeza profunda.",Depresión mayor
"Muestra signos de cambios en el apetito, sentimientos de inutilidad, falta de interés, exceso de sueño y dificultad para concentrarse.",Depresión mayor
"Muestra signos de tristeza profunda, cambios en el apetito, cansancio extremo y falta de interés.",Depresión mayor
"Se queja de pensamientos de muerte, sentimientos de inutilidad, cansancio extremo y exceso de sueño.",Depresión mayor
Tiene síntomas como falta de interés y pensamientos de muerte.,Depresión mayor
"El paciente presenta sentimientos de inutilidad, pensamientos de muerte, tristeza profunda, falta de interés y dificultad para concentrarse.",Depresión mayor
"Tiene síntomas como insomnio, agitación, pensamientos de muerte, cambios en el apetito y dificultad para concentrarse.",Depresión mayor
"falta de interés, agitación, sentimientos de inutilidad y exceso de sueño, y además presenta otros signos.",Depresión mayor
Tiene síntomas como tristeza profunda y cansancio extremo.,Depresión mayor
"Se queja de pensamientos de muerte, sentimientos de inutilidad, insomnio, dificultad para concentrarse y cambios en el apetito.",Depresión mayor
"Muestra signos de pensamientos de muerte, insomnio, tristeza profunda y cambios en el apetito.",Depresión mayor
"Se queja de cansancio extremo, dificultad para concentrarse y pensamientos de muerte.",Depresión mayor
"sentimientos de inutilidad, tristeza profunda, dificultad para concentrarse, insomnio y falta de interés, y además presenta otros signos.",Depresión mayor
"Experimenta dificultad para concentrarse, falta de interés, cambios en el apetito, exceso de sueño y agitación de forma recurrente.",Depresión mayor
El cuadro clínico incluye agitación y insomnio.,Depresión mayor
"Se queja de insomnio, tristeza profunda, cansancio extremo y exceso de sueño.",Depresión mayor
Se queja de agitación y pensamientos de muerte.,Depresión mayor
"Tiene síntomas como cansancio extremo, cambios en el apetito, pensamientos de muerte y dificultad para concentrarse.",Depresión mayor
"Tiene síntomas como falta de interés, dificultad para concentrarse y cansancio extremo.",Depresión mayor
El cuadro clínico incluye exceso de sueño y cambios en el apetito.,Depresión mayor
"Los síntomas incluyen insomnio, cambios en el apetito, exceso de sueño y tristeza profunda.",Depresión mayor
Sufre de insomnio y exceso de sueño.,Depresión mayor
Experimenta tristeza profunda y cambios en el apetito de forma recurrente.,Depresión mayor
"Los síntomas incluyen tristeza profunda, sentimientos de inutilidad, cambios en el apetito y agitación.",Depresión mayor
El cuadro clínico incluye tristeza profunda y exceso de sueño.,Depresión mayor
"dificultad para concentrarse, exceso de sueño y insomnio, y además presenta otros signos.",Depresión mayor
"Sufre de insomnio, cambios en el apetito, pensamientos de muerte y tristeza profunda.",Depresión mayor
"Se queja de insomnio, tristeza profunda y exceso de sueño.",Depresión mayor
Los síntomas incluyen exceso de sueño y cambios en el apetito.,Depresión mayor
"Los síntomas incluyen agitación, insomnio, tristeza profunda y dificultad para concentrarse.",Depresión mayor
"exceso de sueño, agitación y pensamientos de muerte, y además presenta otros signos.",Depresión mayor
"Experimenta dificultad para concentrarse, cansancio extremo, agitación, exceso de sueño y falta de interés de forma recurrente.",Depresión mayor
"Se queja de cansancio extremo, falta de interés y cambios en el apetito.",Depresión mayor
"Muestra signos de cambios en el apetito, tristeza profunda, cansancio extremo, dificultad para concentrarse y agitación.",Depresión mayor
"El cuadro clínico incluye exceso de sueño, insomnio, falta de interés, cansancio extremo y cambios en el apetito.",Depresión mayor
"insomnio, cansancio extremo y cambios en el apetito, y además presenta otros signos.",Depresión mayor
"Los síntomas incluyen cambios en el apetito, cansancio extremo, insomnio y exceso de sueño.",Depresión mayor
"Muestra signos de cansancio extremo, exceso de sueño, cambios en el apetito y falta de interés.",Depresión mayor
"Experimenta cansancio extremo, falta de interés y pensamientos de muerte de forma recurrente.",Depresión mayor
"Sufre de cansancio extremo, dificultad para concentrarse, cambios en el apetito, exceso de sueño y insomnio.",Depresión mayor
"Los síntomas incluyen pensamientos de muerte, dificultad para concentrarse y sentimientos de inutilidad.",Depresión mayor
"Experimenta tristeza profunda, insomnio, falta de interés, cansancio extremo y cambios en el apetito de forma recurrente.",Depresión mayor
"El paciente presenta agitación, dificultad para concentrarse, falta de interés, pensamientos de muerte y sentimientos de inutilidad.",Depresión mayor
"Muestra signos de falta de interés, exceso de sueño, tristeza profunda y pensamientos de muerte.",Depresión mayor
"Experimenta insomnio, sentimientos de inutilidad, agitación, pensamientos de muerte y cambios en el apetito de forma recurrente.",Depresión mayor
"cansancio extremo, falta de interés y sentimientos de inutilidad, y además presenta otros signos.",Depresión mayor
"El cuadro clínico incluye cambios en el apetito, exceso de sueño y dificultad para concentrarse.",Depresión mayor
El cuadro clínico incluye tristeza profunda y dificultad para concentrarse.,Depresión mayor
"Los síntomas incluyen falta de interés, dificultad para concentrarse, cansancio extremo y sentimientos de inutilidad.",Depresión mayor
"Tiene síntomas como dificultad para concentrarse, sentimientos de inutilidad, falta de interés y cambios en el apetito.",Depresión mayor
Reporta tener exceso de sueño y sentimientos de inutilidad.,Depresión mayor
"cambios en el apetito, exceso de sueño, tristeza profunda, pensamientos de muerte y sentimientos de inutilidad, y además presenta otros signos.",Depresión mayor
"Muestra signos de agitación, cambios en el apetito y falta de interés.",Depresión mayor
"El cuadro clínico incluye falta de interés, insomnio y sentimientos de inutilidad.",Depresión mayor
"El cuadro clínico incluye tristeza profunda, cambios en el apetito y dificultad para concentrarse.",Depresión mayor
"Reporta tener dificultad para concentrarse, cambios en el apetito, exceso de sueño, agitación y pensamientos de muerte.",Depresión mayor
"El paciente presenta cansancio extremo, falta de interés y tristeza profunda.",Depresión mayor
"Reporta tener falta de interés, dificultad para concentrarse, agitación, pensamientos de muerte y insomnio.",Depresión mayor
"Reporta tener cansancio extremo, agitación y exceso de sueño.",Depresión mayor
"Tiene síntomas como tristeza profunda, cansancio extremo y agitación.",Depresión mayor
Tiene síntomas como tristeza profunda y sentimientos de inutilidad.,Depresión mayor
"El paciente presenta insomnio, pensamientos de muerte, cansancio extremo, sentimientos de inutilidad y tristeza profunda.",Depresión mayor
"Tiene síntomas como tristeza profunda, cansancio extremo y exceso de sueño.",Depresión mayor
"El paciente presenta falta de interés, exceso de sueño, tristeza profunda y agitación.",Depresión mayor
"Se queja de falta de interés, agitación y cambios en el apetito.",Depresión mayor
"Reporta tener falta de interés, dificultad para concentrarse y cansancio extremo.",Depresión mayor
"Reporta tener sentimientos de inutilidad, agitación y insomnio.",Depresión mayor
Los síntomas incluyen pensamientos de muerte y insomnio.,Depresión mayor
Se queja de falta de interés y agitación.,Depresión mayor
"Sufre de insomnio, cambios en el apetito, pensamientos de muerte y tristeza profunda.",Depresión mayor
"El cuadro clínico incluye agitación, cansancio extremo, exceso de sueño y pensamientos de muerte.",Depresión mayor
"Los síntomas incluyen agitación, cansancio extremo y cambios en el apetito.",Depresión mayor
"El paciente presenta cambios en el apetito, agitación, pensamientos de muerte y dificultad para concentrarse.",Depresión mayor
Tiene síntomas como sentimientos de inutilidad y pensamientos de muerte.,Depresión mayor
"Los síntomas incluyen tristeza profunda, insomnio, exceso de sueño y falta de interés.",Depresión mayor
"Sufre de pensamientos de muerte, dificultad para concentrarse y cambios en el apetito.",Depresión mayor
"tristeza profunda, insomnio, sentimientos de inutilidad y falta de interés, y además presenta otros signos.",Depresión mayor
"Se queja de insomnio, dificultad para concentrarse, falta de interés y exceso de sueño.",Depresión mayor
"Sufre de cambios en el apetito, dificultad para concentrarse y insomnio.",Depresión mayor
"Experimenta agitación, pensamientos de muerte, exceso de sueño, cansancio extremo y tristeza profunda de forma recurrente.",Depresión mayor
"Experimenta dificultad para concentrarse, agitación, cambios en el apetito y tristeza profunda de forma recurrente.",Depresión mayor
"Sufre de exceso de sueño, cansancio extremo, agitación, dificultad para concentrarse y cambios en el apetito.",Depresión mayor
"Tiene síntomas como pensamientos de muerte, cambios en el apetito, cansancio extremo y sentimientos de inutilidad.",Depresión mayor
"Se queja de cambios en el apetito, cansancio extremo, dificultad para concentrarse, pensamientos de muerte y agitación.",Depresión mayor
"Reporta tener agitación, cansancio extremo, exceso de sueño y cambios en el apetito.",Depresión mayor
Se queja de agitación y tristeza profunda.,Depresión mayor
"El paciente presenta dificultad para concentrarse, insomnio, falta de interés, tristeza profunda y agitación.",Depresión mayor
"Los síntomas incluyen cansancio extremo, sentimientos de inutilidad y dificultad para concentrarse.",Depresión mayor
Muestra signos de dificultad para concentrarse y cansancio extremo.,Depresión mayor
"El cuadro clínico incluye exceso de sueño, cansancio extremo, sentimientos de inutilidad y cambios en el apetito.",Depresión mayor
"Muestra signos de insomnio, dificultad para concentrarse, falta de interés y cambios en el apetito.",Depresión mayor
Tiene síntomas como dificultad para concentrarse y tristeza profunda.,Depresión mayor
El paciente presenta insomnio y exceso de sueño.,Depresión mayor
"El cuadro clínico incluye exceso de sueño, cansancio extremo, insomnio y agitación.",Depresión mayor
"Se queja de falta de interés, dificultad para concentrarse y agitación.",Depresión mayor
"Los síntomas incluyen tristeza profunda, insomnio y sentimientos de inutilidad.",Depresión mayor
"Los síntomas incluyen cambios en el apetito, insomnio y exceso de sueño.",Depresión mayor
Sufre de falta de interés y pensamientos de muerte.,Depresión mayor
"Experimenta cansancio extremo, insomnio y sentimientos de inutilidad de forma recurrente.",Depresión mayor
"falta de interés, agitación y cambios en el apetito, y además presenta otros signos.",Depresión mayor
"falta de interés, exceso de sueño, sentimientos de inutilidad, cansancio extremo y insomnio, y además presenta otros signos.",Depresión mayor
"Se queja de exceso de sueño, pensamientos de muerte, insomnio y dificultad para concentrarse.",Depresión mayor
"Experimenta tristeza profunda, cambios en el apetito, agitación y falta de interés de forma recurrente.",Depresión mayor
El paciente presenta pensamientos de muerte y cansancio extremo.,Depresión mayor
Muestra signos de exceso de sueño y sentimientos de inutilidad.,Depresión mayor
Tiene síntomas como agitación y sentimientos de inutilidad.,Depresión mayor
"El cuadro clínico incluye pensamientos de muerte, cambios en el apetito, cansancio extremo y tristeza profunda.",Depresión mayor
Reporta tener tristeza profunda y agitación.,Depresión mayor
"Tiene síntomas como cambios en el apetito, insomnio y sentimientos de inutilidad.",Depresión mayor
"tristeza profunda, sentimientos de inutilidad, cambios en el apetito y agitación, y además presenta otros signos.",Depresión mayor
"Los síntomas incluyen pensamientos de muerte, falta de interés y sentimientos de inutilidad.",Depresión mayor
El paciente presenta cansancio extremo y tristeza profunda.,Depresión mayor
Sufre de exceso de sueño y cambios en el apetito.,Depresión mayor
Los síntomas incluyen tristeza profunda y dificultad para concentrarse.,Depresión mayor
"El paciente presenta falta de interés, cansancio extremo y tristeza profunda.",Depresión mayor
"Reporta tener cansancio extremo, cambios en el apetito y dificultad para concentrarse.",Depresión mayor
